CIID có được đặt đúng như quy tắc đặt tên trong hướng dẫn quản lý cấu hình không?,x,,,,,
ID bắt đầu ghi nhận có đúng với mô tả của hướng dẫn quản lý cấu hình mục 5.2 không?,x,,,,,
Các CI liệt kê có đầy đủ so với sản phẩm dự án mục 4.2.2 không?,x,,,,,
Có CI về sản phẩm khách hàng cung cấp ở mục 6.4 không?,x,,,,,
Có CI về sản phẩm reuse ở mục 6.3 không?,x,,,,,
5.3 Thư mục dự án,,,,,,
Cây thư mục dự án có đủ 3 môi trường không?,x,,,,,
Cách thức thể hiện cây thư mục có tuân theo hướng dẫn quản lý cấu hình mục 5.7 không?,x,,,,,
Có mô tả đầy đủ cách thức lưu giữ cho từng môi trường và từng mục không?,x,,,,,
Có mô tả đúng quyền quy cập như mục 4.6 hướng dẫn quản lý cấu hình không?,x,,,,,
Có mô tả đường dẫn lưu VSS của dự án không?,x,,,,,
5.4 Lưu trữ dự phòng,,,,,,
Có đề cập đến việc backup toàn bộ thư mục dự án của cán bộ quản lý cấu hình không?,x,,,,,
"Có mô tả chế độ, số bản và máy backup không?",x,,,,,
Có mô tả chế độ backup database của dự án không?,x,,,,,
5.5 Các hoạt động quản lý cấu hình,,,,,,
Có xác định người quản lý yêu cầu của dự án?,x,,,,,
Có xác định công việc của cán bộ quản lý cấu hình không?,x,,,,,
Có mô tả thời gian cập nhật Requirement–Sheet (RMSheet) không? ,x,,,,,
"Có mô tả thời gian baseline CI, baseline dự án không?",x,,,,,
Có mô tả tần suất cập nhật dữ liệu lên VSS không?,x,,,,,
Có xác định baseline audit không?,x,,,,,
6.1.1 Dự kiến nhân lực,,,,,,
Dự án có tiến hành estimation effort không?,x,,,,,
Phương pháp estimation có nằm trong các phương pháp của Navisoft quy định không?,x,,,,,
Dự án có làm file distribution effort không?,x,,,,,
Nhân lực từ file distribution effort mục giai đoạn có đúng với nhân lực trong mục giai đoạn của PP không?,x,,,,,
Nhân lực từ file distribution effort mục công việc (process) có đúng với nhân lực trong mục công việc (process) của PP không?,x,,,,,
Tỷ lệ % của nhân lực theo từng giai đoạn có đúng với hướng dẫn database: 14-HD/PM/HDCV?,x,,,,,
Tỷ lệ % của nhân lực theo từng công việc (process) có đúng với hướng dẫn database: 14-HD/PM/HDCV?,x,,,,,
Nếu không đúng chúng có được ghi nhận trong mục thay đổi 4.1.2 PP không?,x,,,,,
Tên giai đoạn có đúng với tên giai đoạn ở mục 4.2.2 không?,x,,,,,
Thời gian của giai đoạn có đúng là ngày kết thúc giai đoạn-ngày bắt đầu giai đoạn +1 của mục 4.2.2 không?,x,,,,,
Số người có đúng bằng số người tham gia trong giai đoạn đó không?,x,,,,,
Thời gian và số người của công việc có đúng bằng thời gian/ số người ở mục 2.2 không?,x,,,,,
6.1.2 Đào tạo huấn luyện,,,,,,
Có mô tả tên khoá đào tạo không?,,,x,,,
Có xác định tên của người tham gia không?,,,x,,,
Có xác định ngày đào tạo không?,,,x,,,
Có xác định phương pháp đào tạo không?,,,x,,,
Có xác định các tiêu chuẩn miễn tham gia không?,,,,,,
6.1.3 Thầu phụ,,,,,,
Dự án có nhà thầu phụ không?,,,x,,,
Nếu có thì xác định sản phẩm và ngày ban giao sản phẩm cho nhà thầu phụ không?,,,x,,,
6.2.1 Phần mềm,,,,,,
Dự án có xác định danh sách phần mềm của dự án không?,x,,,,,
Có xác định mục đích của các phần mềm không?,x,,,,,
Phần mềm có tương ứng với công nghệ dự án đang làm không?,x,,,,,
Các phần mềm đã có licence chưa?,x,,,,,
6.2.2 Các thành Phần phần mềm khác,,,,,,
Dự án có sử dụng component nào khác không?,,,x,,,
Có xác định mục đích không?,,,x,,,
Có kế hoạch mua hay phát triển không?,,,,,,
6.2.3 Phần cứng,,,,,,
Dự án có xác định yêu cầu phần cứng để thực hiện dự án không?,x,,,,,
6.2.3 Cơ sở vật chất khác,,,,,,
"Ngoài phần cứng, dự án có cần các máy móc khác để thực hiện sự án không?",,,x,,,
"Nếu có, có ghi nhận cách thức và ngày cần có không?",,,,,,
6.3 Tái sử dụng,,,,,,
Dự án có tái sử dụng lại cái gì của Navisoft không?,x,,,,,
Có ghi nhận mục đích và nguồn sử dụng không? ,x,,,,,
6.4 Sản phẩm khách hàng cung cấp,,,,,,
Dự án có ghi nhận sản phẩm do khách hàng cung cấp  không? ,,,x,,,
Có ghi nhận mục đích và ngày bàn giao không? ,,,x,,,
Các sản phẩm này có được ghi nhận xem xét tại mục 3.2.1 không?,,,x,,,
6.5.1 Lịch thu tiền,,,,,,
Các khoản mục thu tiền có đúng với hợp đồng kinh tế không?,x,,,,,
Ngày ban giao hồ sơ thu tiền (thu tiền) có đảm là nhỏ hơn 3 ngày sau khi ngày đủ điều kiện bàn giao?,x,,,,,
Số tiền từng đợt và tổng tiền có đúng theo hợp đồng không?,x,,,,,
Có xác nhận điều kiện để thu tiền không?,x,,,,,
6.5.2 Chi Phí,,,,,,
Có kế hoạch ngân sách / Chi phí cho dự án không?,x,,,,,
7.1 Risk,,,,,,
Có làm risk matrix không?,,,x,làm sau vì cần gửi KH gấp,,
Risk matrix có được điền đầy đủ thông tin không?,,,x,,,
Risk có nằm trong danh sách risk category không?,,,x,,,
7.2 Vấn đề,,,,,,
Có xác định issue của dự án không?,,,,,,
7.3 Estimation,,,,Các câu hỏi này phải được sử dụng để xem xét size trước khi điền số size này vào WO,,
Có estimation sheet không?,,,,,,
Tỉ lệ quy đổi ra effort cho từng loại module có trùng với các gía trị tương ứng trong Estimation Database không?,,,,,,
Nếu hệ số effort không giống như chuẩn thì có được SEPG phê duyệt chưa?,,,,,,
"Có module nào được đánh dấu ""x"" trên nhiều cột không?",,,,,,
<Thêm tiếp nếu cần>,,,,,,
,,0,,0,,
* Nhận xét,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
* Đề xuất,,,,,,
,,,,,,
[X] - Đạt,,,,,,
[   ] - Xem xét lại,,,,,,
[   ] - Khác,,,,,,
