,,,,,,
Kích cỡ chữ,"Kích cỡ chữ cần tương thích với văn bản thường, tiêu đề, header, cảnh báo, etc.. ",1.      Tất cả tiêu đề có cùng kích cỡ,x,,,
,,2.      Tất cả các header có cùng kích cỡ,x,,,
,,3.      Tất cả văn bản thường có cùng kích cỡ,x,,,
,,4.      Tất cả các cảnh báo có cùng kích cỡ,,,x,Không có cảnh báo trong giao diện báo cáo doanh thu theo ngày
,,"5.      Kích cỡ của tiêu đề, header văn bản thường, cảnh báo có thể khác nhau để phân biệt với nhau cho rõ ràng",x,,,
Tông màu ,"Tông màu nên tương thích xuyên xuốt các ứng dụng trên tất cả các màn hình. Nghĩa là các nền(background), mục menu, font chữ, hình ảnh, và thông báo có sự tương thích về màu sắc",Tất cả các màn hình sử dụng tông màu tương thích,x,,,
,"Tông màu nên có sự khác nhau giữa các lớp thông tin khác nhau trên màn hình. Menu nên có màu khác so với văn bản thường, tiêu đề, header nên có màu khác với văn bản thường, etc. Điều này giúp người dùng phân biệt được các mức thông tin",Tông màu khác nhau cho các lớp thông tin khác nhau trên một màn hình,x,,,
,"Những thông tin như yêu cầu đặc biệt, giảm giá hay thông báo cảnh báo(VD: hết hạn thẻ thành viên) nên có tông màu thu hút sự chú ý người dùng","Tất cả thông tin đặc biệt trên màn hình có tông màu khác với phần còn lại, và có khả năng thu hút sự chú ý ngay lập tức",,,x,Không có thông tin đặc biệt trong giao diện báo cáo doanh thu theo ngày
,"Các màu khác nhau sẽ bao hàm các ý nghĩa khác nhau cho người dùng. Việc bao hàm này có thể khác nhau giữa các quốc gia, nhưng có 1 số màu phổ biến như sau:","Tông màu sẽ tương thích với hàm ý ngầm của nó. Chú ý tránh sử dụng sai màu, đặc biệt với các thông tin đặc biệt",,,,
,"1.      Đỏ: nguy hiểm, dừng lại, nóng, mất tiền/tài chính",,,,,
,"2.      Xanh lá cây: okay, đi",,,,,
,"3.      Vàng: cảnh báo, gần với kí hiệu dừng lại hoặc nguy hiểm",,,,,
,4.      Xanh dương: mát lạnh,,,,,
,5.      Đen: lợi nhuận về mặt tài chính,,,,,
,"6.      Xám: nặng, mờ",,,,,
,7.      Cam: năng lượng,,,,,
,"8.      Trắng: nguyên chất, tinh khiết",,,,,
Giao diện đồ họa,Đồ họa nên chỉ ra được mục đích rõ ràng. Kiểm tra xem đồ họa có truyền tải được ý nghĩa mà nó mang hay không,Giao diện đồ họa khớp với mục đích mà nó được gán,x,,,Biểu đồ doanh thu theo giờ truyền tải đúng mục đích
,Giao diện đồ họa trên website không nên gây phản cảm giữa các nền văn hóa. Ví dụ như hiển thị ngón tay giữa hay ngón trỏ sẽ gây phản cảm ở nhiều nơi. Đảm bảo rằng giao diện đồ họa không xúc phạm tôn giáo hoặc tín ngưỡng ở bất kì đâu,Chỉ sử dụng đồ họa tiêu chuẩn hoặc trung lập tôn giáo,x,,,
Biểu tượng,Các biểu tượng nên phản ánh đúng chức năng của nó. Bên cạnh đó mọi biểu tượng nên có công cụ gợi ý(tool tip),Tất cả biểu tượng phản ánh đúng chức năng và hiển thị phần gợi ý giải thích chức năng,,x,,Biểu tượng lịch không có tooltip khi hover
,Mỗi biểu tượng nên có phím tắt để chức năng của nó có thể được sử dụng thông qua bàn phím,Mỗi biểu tượng có thể click(clickable icon) có thể được truy cập bằng phím tắt thông qua bàn phím,,x,,Không có phím tắt cho các biểu tượng
Đa nhiệm,Nếu ứng dụng cho phép thực thi đa nhiệm thì bắt đầu cho chạy hai hoặc nhiều yêu cầu,Không fail,x,,,
,Nếu ứng dụng không cho phép thực thi đa nhiệm thì cho chạy yêu cầu thứ hai ,"Yêu cầu thứ hai này không được phép chạy. Có thông báo một yêu cầu khác đang chạy sẽ được hiển thị, và yêu cầu đó vẫn đang tiếp tục chạy",,,x,
Thay đổi kích cỡ cửa sổ,"Nếu ứng dụng cho phép thay đổi kích cỡ cửa sổ, ta thay đổi, thu nhỏ, phóng to cửa sổ","Cửa sổ được thay đổi, thu nhỏ, phóng to",x,,,
Kích hoạt và vô hiệu hóa,"Các nút có thể được kích hoạt hoặc vô hiệu hóa, phụ thuộc vào ứng dụng. Nút “Xóa” thông thường nên để vô hiệu hóa khi không có gì được chọn để xóa hoặc ở trong những trường hợp tương tự",Các nút có thể được kích hoạt hoặc vô hiệu hóa khi cần thiết,x,,,
,Các mục menu có thể được kích hoạt hoặc vô hiệu hóa dựa vào cài đặt bảo mật của ứng dụng. Chạy ứng dụng dưới nhiều quyền bảo mật(security authorization),Những mục menu không tương thích với quyền bảo mật sẽ bị vô hiệu hóa và ngược lại,x,,,
Hộp thoại phương thức(modal dialog),"Khi một hộp thoại phương thức được hiển thị, cửa số chính bị vô hiệu hóa. Hiển thị một hộp thoại phương thức xem xem có vô hiệu hóa được cửa số chính không",Cửa số chính không thể truy cập được,,,x,Không có hộp thoại phương thức trong giao diện báo cáo doanh thu theo ngày
Hộp thoại không chế độ(modeless dialog),"Hộp thoại này nên được gắn với cửa số chính. Hiển thị một hộp thoại không chế độ và thử phóng to, thu nhỏ cửa số chính ",Hộp thoại không chế độ cũng phóng to và thu nhỏ theo cửa sổ chính,,,x,Không có hộp thoại không chế độ trong giao diện báo cáo doanh thu theo ngày
Tiêu điểm con trỏ ,"Khi màn hình vừa được tải lại, con trỏ nên được đặt ở một trường mặc định, thi thoảng sẽ không có trường mặc định",Có một trường mặc định cho mọi màn hình và con trỏ sẽ được đặt ở đó mỗi khi màn hình tải lại,,x,,Con trỏ không được đặt tự động vào ô chọn ngày khi tải lại màn hình
,"Khi con trỏ được chuyển đến một vùng điều khiển có chứa dữ liệu, tất cả dữ liệu phải được chọn. Điều này sẽ ngăn việc bổ sung thêm dữ liệu vào trường điều khiển đã sẵn có. Nhập dữ liệu vào trường điều khiển vào chuyển tiêu điểm con trỏ sang đó",Tất cả dữ liệu được chọn,,x,, Khi click vào ô chọn ngày dữ liệu không được chọn tự động
Thông báo,"Sau khi một thông báo lỗi được hiển thị và được đóng, con trỏ nên được chuyển tới trường lỗi. Thi thoảng con trỏ không được trỏ tới trường nào hết",Con trỏ trỏ tới trường lỗi,,,x,Không có thông báo lỗi trong quá trình kiểm thử
,"Sau khi một thông báo lỗi được hiển thị và được đóng, con trỏ nên trỏ trở lại trường mà trước đó vừa trỏ. Thi thoảng tiêu điểm trỏ không được đặt",Con trỏ được đặt trỏ lại trường mà trước đó đã trỏ,,,x,Không có thông báo lỗi trong quá trình kiểm thử
Refresh màn hình,"Việc tải lại màn hình là cần thiết sau các tác vụ như lưu trữ hoặc xóa. Trong khi màn hình đang tải lại, việc cần thiết là bỏ trống các trường có thể để trống trong quá trình sử dụng, cũng cần phải tải các giá trị trong các trường “có thể chọn”(selectable field), ví dụ: combo box, list box, list view, etc. Thực hiện các tác vụ lưu hoặc xóa và quan sát màn hình khi refresh",Màn hình refresh đúng,x,,,
Các sự kiện nhấp chuột,"Các khu vực không mong đợi nhấp chuột sẽ không kích hoạt hành động. Ví dụ: khung, nhãn và danh sách trống không được kích hoạt bất kỳ hành động nào khi nhấp vào. Nhấp và nhấp đúp vào các khu vực như vậy và quan sát phản hồi",Không có phản hồi,x,,,
Thanh điều hướng,Thanh điều hướng khi sử dụng phím tab phải đi từ trái qua phải từ trên xuống dưới. Tab từ điều khiển này đến điều khiển khác ,"Tiêu điểm (focus) chuyển từ điều khiển bên trái sang điều khiển bên phải, sau đó xuống hàng tiếp theo. Khi tab đến điều khiển cuối cùng thì quay trở lại với điều khiển đầu tiên.",x,,,
,Những người khuyết tật – đặc biệt là về thị giác – có thể bắt buộc phải dùng bàn phím bên cạnh chuột. ,Tất cả cá chức năng đều có thể truy cập bởi bàn phím.,,x,,Không thể sử dụng bàn phím để tương tác với biểu đồ
,Cuộn màn hình theo cả chiều dọc và chiều ngang là rất tốn công,Không cần thiết phải cuộn màn hinh theo cả 2 hướng trừ khi có lý do bắt buộc,,x,,
Các mặc định,Phải có một ô được chọn sẵn khi tải bảng điều khiến có các nút chọn (radio button),Có một nút chọn được chọn sẵn khi tải xong,x,,,
,Các ô đánh dấu (checkbox) phải được đánh dấu trước hoặc không tùy theo các giá trị mặc định,Các ô đánh dấu (checkbox) phải được đánh dấu trước hoặc không tùy theo các giá trị mặc định đối với lần đầu tiên tải,,,x,
,Một nút lệnh phải được mặc định cho màn hình.,1. Mặc định một nút lệnh nào đó phải được kích hoạt khi ấn phím enter.,x,,,
,,2. Nút mặc định thường là những nút mang tính tích cực như “Save” hoặc “Ok”. Các nút mang tính tiêu cực như “Cancel” hoặc “Delete” không nên là các nút mặc định,x,,,
,,3. Phải có lý do hợp lý thì các nút mang tính tiêu cực mới có thể là nút mặc định,,,x,
Phản hồi hành động,Đối với hành động “lưu” nên biểu thì rằng bản ghi đã được lưu,"Sự xác nhận hành động “lưu” có thể được hiển thị trên một thanh tiến trình, hay sự thay đổi hình dáng con trỏ, tin nhắn thông báo xác nhận hoặc các thứ gì đó tương tự. Hành động “lưu” không thể bỏ qua nếu không có sự biểu thị xác nhận",,,,
Tính nhất quán,Cần có sự nhất quán giữa các nút trên thanh công cụ và các item trong menu. Khởi tạo hành động (bắt sự kiện) đối với từng lựa chọn trên thanh công cụ rồi đến menu (cũng có thể chấp nhận ngược lại ),Các hành động tương tự nhau được kích hoạt khi đã khởi tạo trong thanh công cụ hoặc menu,x,,,
Thanh công cụ,Mỗi nút trên thanh công cụ đều phải có một menu item tương ứng với nó trong menu,Mỗi nút trên thanh công cụ đều phải có một menu item tương ứng với nó trong menu,x,,,
,Các nút trên thanh công cụ đều phải có gợi ý công cụ để mô tả hành động khi được nhấn nút. Chắc chắn rằng gợi ý công cụ hiện lên khi đưa chuột qua mỗi nút,Mỗi nút trên thanh công cụ đều phải có gợi  ý công cụ,,x,,
Thứ tự (khi ấn) tab,"Các điều khiển đầu vào đề có thể truy cập được bằng nút tab. Thứ tự của chúng là từ trái qua phải, từ trên xuống dưới","Con trỏ chuyển từ điều khiển đầu vào này đến điều khiển đầu vào khác với phím tab, từ trái qua phải và từ trên xuống dưới",x,,,
